Customer_ID,Age,Salary,Experience,Credit_Score,Product_Interest,Purchase_Frequency,Customer_Rating,Purchased
CUST01309,43,109876,33,523,Healthcare,29,3,0
CUST01310,58,197071,5,556,Furniture,17,1,0
CUST01311,52,89648,28,814,Healthcare,38,2,0
CUST01312,69,105783,2,447,Electronics,14,1,0
CUST01313,42,74440,32,686,Furniture,44,2,0
CUST01314,43,61655,10,737,Automobile,19,3,0
CUST01315,28,73039,4,336,Automobile,24,2,0
CUST01316,55,85255,31,405,Healthcare,13,2,1
CUST01317,19,102219,17,531,Healthcare,26,2,0
CUST01318,24,41244,19,445,Automobile,46,2,0
CUST01319,35,124594,38,316,Electronics,34,4,0
CUST01320,44,88595,39,458,Automobile,27,5,0
CUST01321,51,133898,27,581,Furniture,5,4,0
CUST01322,44,58371,12,577,Automobile,40,1,1
CUST01323,34,189950,25,424,Clothing,30,4,1
CUST01324,60,197229,15,719,Electronics,13,4,0
CUST01325,61,35914,24,619,Electronics,15,2,0
CUST01326,68,57180,9,781,Automobile,48,1,0
CUST01327,41,164760,28,623,Clothing,43,1,0
CUST01328,42,110219,37,694,Furniture,35,3,1
CUST01329,24,108616,19,485,Automobile,4,2,0
CUST01330,69,170988,25,765,Furniture,31,4,0
CUST01331,23,125213,31,356,Clothing,10,3,1
CUST01332,41,188432,38,757,Automobile,21,3,0
CUST01333,50,67805,37,507,Automobile,42,4,0
CUST01334,66,174525,23,373,Furniture,39,1,0
CUST01335,46,156599,30,783,Automobile,27,2,0
CUST01336,60,183775,39,384,Clothing,49,2,1
CUST01337,39,104176,11,313,Automobile,5,4,1
CUST01338,43,124799,35,348,Healthcare,38,2,0
CUST01339,45,128385,9,725,Clothing,5,5,0
CUST01340,67,118919,5,658,Electronics,45,3,0
CUST01341,38,168482,6,541,Furniture,19,3,0
CUST01342,66,111462,30,352,Clothing,37,5,1
CUST01343,24,195320,26,368,Electronics,3,2,1
CUST01344,34,61159,7,355,Electronics,24,1,0
CUST01345,37,72039,2,755,Clothing,12,5,1
CUST01346,58,77800,39,554,Electronics,48,5,0
CUST01347,66,70761,20,304,Electronics,11,3,1
CUST01348,37,124626,0,351,Healthcare,8,1,0
CUST01349,39,148368,14,628,Automobile,2,1,1
CUST01350,45,110903,6,397,Healthcare,31,2,1
CUST01351,57,148998,14,460,Automobile,10,1,0
CUST01352,66,196439,24,705,Electronics,4,2,0
CUST01353,24,166885,2,626,Automobile,34,4,1
CUST01354,18,89894,29,542,Healthcare,48,5,1
CUST01355,49,81444,13,803,Furniture,23,5,1
CUST01356,30,195341,3,666,Furniture,40,2,0
CUST01357,47,91748,35,741,Automobile,5,2,0
CUST01358,40,71190,2,453,Furniture,17,2,0
CUST01359,68,70318,4,533,Clothing,37,5,0
CUST01360,36,198090,24,632,Furniture,5,2,1
CUST01361,49,154078,30,794,Automobile,21,5,0
CUST01362,47,69759,10,414,Electronics,41,5,1
CUST01363,46,46498,7,668,Healthcare,42,3,1
CUST01364,66,55989,25,632,Furniture,13,3,0
CUST01365,62,186640,1,429,Automobile,11,4,0
CUST01366,46,147035,27,477,Healthcare,24,4,0
CUST01367,47,96577,9,394,Clothing,19,1,0
CUST01368,33,135231,38,616,Electronics,17,2,0
CUST01369,57,191171,36,400,Healthcare,23,5,1
CUST01370,36,119900,38,495,Healthcare,14,1,1
CUST01371,35,134679,20,507,Automobile,30,3,0
CUST01372,18,53482,27,772,Clothing,41,5,0
CUST01373,31,99212,37,307,Furniture,0,1,0
CUST01374,68,60048,32,435,Clothing,14,3,1
CUST01375,64,164137,10,560,Electronics,33,4,0
CUST01376,67,163108,0,446,Furniture,1,2,1
CUST01377,19,65814,32,757,Clothing,35,2,0
CUST01378,45,177996,2,737,Electronics,22,1,1
CUST01379,66,159493,25,712,Healthcare,23,3,1
CUST01380,67,90204,14,799,Healthcare,45,1,1
CUST01381,47,62844,13,531,Healthcare,31,3,0
CUST01382,55,111943,22,400,Healthcare,45,3,1
CUST01383,68,51518,7,446,Furniture,12,2,0
CUST01384,21,178131,35,806,Healthcare,32,4,1
CUST01385,18,53052,19,403,Furniture,41,4,1
CUST01386,25,99803,5,635,Furniture,13,5,1
CUST01387,46,101524,32,745,Clothing,16,3,1
CUST01388,56,119572,27,743,Healthcare,15,2,1
CUST01389,20,169752,37,417,Automobile,31,3,0
CUST01390,49,97021,29,816,Healthcare,14,5,0
CUST01391,27,50043,16,830,Automobile,42,2,1
CUST01392,27,32419,8,387,Healthcare,30,3,1
CUST01393,36,151831,27,775,Furniture,11,4,1
CUST01394,63,131799,6,784,Healthcare,32,4,0
CUST01395,51,178212,27,594,Healthcare,2,5,1
CUST01396,50,87600,16,680,Healthcare,10,4,0
CUST01397,40,146467,39,582,Healthcare,42,3,0
CUST01398,45,108497,4,455,Clothing,4,5,0
CUST01399,49,138611,4,479,Clothing,46,1,1
CUST01400,67,167559,13,386,Furniture,26,5,1
CUST01401,24,90692,5,705,Furniture,15,4,0
CUST01402,46,92112,6,795,Automobile,34,2,0
CUST01403,25,192182,16,566,Furniture,39,5,1
CUST01404,18,46360,8,363,Clothing,15,3,1
CUST01405,20,113038,30,418,Furniture,15,5,0
CUST01406,41,33017,21,640,Automobile,21,4,0
CUST01407,40,116261,8,612,Automobile,3,5,1
CUST01408,25,96320,15,462,Clothing,31,3,0
CUST01409,64,61127,35,804,Furniture,26,3,0
CUST01410,54,164268,33,592,Automobile,14,4,1
CUST01411,20,105088,12,676,Furniture,18,3,0
CUST01412,68,61921,18,841,Furniture,25,4,1
CUST01413,50,34746,11,700,Clothing,14,5,1
CUST01414,45,98535,35,699,Clothing,44,5,1
CUST01415,64,95350,9,698,Furniture,9,1,0
CUST01416,25,111131,15,786,Healthcare,33,4,0
CUST01417,51,52063,27,814,Healthcare,37,2,0
CUST01418,52,147116,18,323,Electronics,48,4,1
CUST01419,49,118913,39,358,Electronics,25,5,0
CUST01420,41,108946,5,539,Electronics,7,5,0
CUST01421,31,164670,3,610,Clothing,15,3,1
CUST01422,49,40564,29,620,Furniture,28,1,0
CUST01423,63,79725,38,780,Automobile,31,2,0
CUST01424,60,116134,30,713,Furniture,20,1,1
CUST01425,33,135940,26,621,Furniture,31,4,0
CUST01426,21,92085,20,701,Electronics,44,4,1
CUST01427,69,47862,36,358,Furniture,11,5,1
CUST01428,54,40265,8,352,Electronics,47,3,0
CUST01429,38,170777,34,363,Furniture,38,2,0
CUST01430,31,92471,20,418,Automobile,9,3,0
CUST01431,48,121080,16,585,Healthcare,5,2,0
CUST01432,65,85828,23,317,Healthcare,36,1,0
CUST01433,35,146884,30,304,Clothing,17,5,0
CUST01434,24,138007,5,691,Automobile,47,3,0
CUST01435,27,76104,34,459,Furniture,30,4,0
CUST01436,24,70934,36,441,Automobile,34,5,1
CUST01437,50,144420,12,696,Furniture,2,2,0
CUST01438,40,36050,24,317,Automobile,4,5,1
CUST01439,38,38484,31,413,Automobile,33,4,1
CUST01440,36,92648,0,833,Healthcare,32,4,0
CUST01441,65,89945,34,831,Automobile,35,2,1
CUST01442,36,61323,18,760,Clothing,9,5,0
CUST01443,53,116332,11,585,Furniture,44,3,0
CUST01444,46,124605,39,304,Electronics,2,5,0
CUST01445,35,196433,39,428,Automobile,10,4,0
CUST01446,19,40315,19,798,Electronics,2,2,1
CUST01447,18,77968,32,575,Healthcare,27,1,1
CUST01448,64,187591,28,382,Electronics,41,1,1
CUST01449,22,39107,15,417,Clothing,27,5,0
CUST01450,37,85781,13,328,Clothing,8,4,1
CUST01451,28,33869,6,657,Healthcare,25,5,0
CUST01452,59,110983,5,456,Clothing,28,2,0
CUST01453,19,188442,20,330,Furniture,9,3,1
CUST01454,20,37971,35,585,Clothing,26,1,0
CUST01455,40,126805,21,635,Automobile,44,5,1
CUST01456,29,55651,39,612,Clothing,31,4,0
CUST01457,37,86974,18,422,Furniture,17,1,0
CUST01458,22,53446,24,670,Healthcare,17,1,0
CUST01459,54,199180,2,613,Clothing,21,3,1
CUST01460,55,33823,35,327,Furniture,16,5,1
CUST01461,47,174526,33,454,Automobile,48,3,0
CUST01462,26,165004,10,529,Electronics,24,4,0
CUST01463,51,171292,26,848,Electronics,25,4,1
CUST01464,61,97965,1,305,Healthcare,4,5,0
CUST01465,52,189280,5,772,Healthcare,8,1,0
CUST01466,69,40510,1,617,Electronics,43,2,0
CUST01467,39,171609,16,524,Electronics,43,3,0
CUST01468,61,135935,39,332,Healthcare,23,1,1
CUST01469,41,99134,13,388,Electronics,6,4,1
CUST01470,34,102254,9,633,Clothing,19,4,1
CUST01471,27,174854,32,339,Furniture,43,1,0
CUST01472,47,144780,11,674,Healthcare,40,1,0
CUST01473,63,155544,31,597,Furniture,7,4,1
CUST01474,40,95587,23,692,Automobile,18,3,1
CUST01475,49,112238,13,317,Automobile,34,3,1
CUST01476,34,105720,4,826,Clothing,42,1,0
CUST01477,67,108004,4,431,Automobile,43,5,1
CUST01478,68,52072,31,589,Healthcare,24,4,0
CUST01479,34,111015,32,508,Clothing,16,2,0
CUST01480,31,102746,3,626,Clothing,38,4,0
CUST01481,26,132260,29,802,Healthcare,24,3,0
CUST01482,57,167129,16,578,Electronics,34,3,0
CUST01483,19,158259,2,681,Furniture,38,2,0
CUST01484,62,60916,12,608,Healthcare,38,3,0
CUST01485,42,57268,35,576,Electronics,45,2,1
CUST01486,56,53259,17,375,Electronics,1,3,0
CUST01487,26,109400,22,597,Automobile,15,2,0
CUST01488,39,64293,34,677,Clothing,41,5,0
CUST01489,60,141581,32,732,Clothing,13,4,0
CUST01490,63,37043,35,411,Automobile,28,3,1
CUST01491,21,137009,16,371,Automobile,38,1,0
CUST01492,43,68893,38,616,Clothing,1,2,0
CUST01493,46,191940,33,320,Healthcare,9,2,0
CUST01494,62,56309,11,487,Healthcare,1,2,0
CUST01495,51,53284,4,420,Healthcare,26,3,1
CUST01496,40,156801,39,641,Healthcare,12,4,1
CUST01497,54,143259,26,603,Automobile,1,1,0
CUST01498,28,130804,39,746,Furniture,41,2,0
CUST01499,23,99000,12,795,Furniture,13,2,0
CUST01500,35,114179,25,820,Clothing,16,2,1
CUST01501,38,95049,13,484,Furniture,43,2,1
CUST01502,59,59265,31,631,Healthcare,48,1,0
CUST01503,53,53880,10,649,Automobile,37,2,1
CUST01504,58,114579,37,619,Healthcare,35,1,0
CUST01505,55,161327,15,836,Electronics,33,1,0
CUST01506,51,162574,21,711,Automobile,28,2,1
CUST01507,34,95424,15,455,Electronics,46,5,1
CUST01508,54,100966,12,832,Electronics,22,1,0
CUST01509,42,188497,11,801,Clothing,22,5,0
CUST01510,55,97396,17,785,Electronics,15,1,1
CUST01511,29,101694,28,453,Furniture,43,3,0
CUST01512,40,166878,17,367,Furniture,6,2,0
CUST01513,59,47106,1,791,Electronics,44,3,0
CUST01514,39,86731,1,340,Clothing,0,1,0
CUST01515,38,105010,2,826,Electronics,18,3,0
CUST01516,44,62599,28,468,Automobile,44,2,0
CUST01517,48,101326,7,411,Automobile,32,2,0
CUST01518,23,105706,10,762,Automobile,33,1,0
CUST01519,44,39004,11,351,Automobile,0,1,1
CUST01520,57,145018,31,554,Electronics,11,5,0
CUST01521,51,55792,3,457,Healthcare,24,4,0
CUST01522,29,84645,8,599,Healthcare,22,3,0
CUST01523,62,37232,23,726,Automobile,24,5,0
CUST01524,24,84766,15,606,Clothing,30,3,0
CUST01525,27,150601,16,398,Clothing,23,2,1
CUST01526,62,111588,21,420,Electronics,9,1,0
CUST01527,34,35913,6,329,Healthcare,1,3,0
CUST01528,43,142406,9,529,Electronics,32,4,0
CUST01529,38,143693,28,553,Furniture,36,2,0
CUST01530,45,123449,35,703,Automobile,22,2,1
CUST01531,63,40567,23,793,Furniture,1,5,0
CUST01532,19,68379,13,330,Furniture,3,4,1
CUST01533,60,30319,13,461,Clothing,22,2,1
CUST01534,18,120005,24,731,Healthcare,45,4,1
CUST01535,68,140990,21,455,Automobile,40,1,1
CUST01536,53,34791,22,622,Electronics,37,4,1
CUST01537,68,161401,31,490,Automobile,22,5,0
CUST01538,43,91032,25,475,Electronics,11,5,0
CUST01539,46,118662,26,816,Electronics,43,3,0
CUST01540,38,51300,11,823,Healthcare,23,1,1
CUST01541,28,105700,18,638,Furniture,28,1,0
CUST01542,57,85609,18,618,Electronics,40,4,1
CUST01543,28,120045,33,410,Healthcare,27,5,0
CUST01544,53,91901,31,772,Furniture,14,5,0
CUST01545,66,35703,28,316,Furniture,9,5,0
CUST01546,56,93115,20,519,Automobile,33,1,1
CUST01547,57,57676,34,786,Automobile,28,5,1
CUST01548,52,151332,4,604,Automobile,30,3,1
CUST01549,51,197995,11,816,Clothing,22,2,0
CUST01550,64,59802,6,428,Furniture,17,5,0
CUST01551,41,120331,1,323,Clothing,6,3,0
CUST01552,39,154786,24,840,Automobile,26,3,0
CUST01553,22,95169,9,431,Healthcare,8,2,0
CUST01554,50,98147,37,620,Automobile,19,1,0
CUST01555,53,52075,5,796,Electronics,20,5,0
CUST01556,64,112015,26,681,Healthcare,27,3,0
CUST01557,37,39304,34,515,Healthcare,49,3,0
CUST01558,36,159851,9,842,Furniture,2,2,1
CUST01559,52,150729,8,310,Clothing,44,3,0
CUST01560,69,89622,19,381,Electronics,9,5,1
CUST01561,60,84215,36,455,Healthcare,16,1,1
CUST01562,34,103973,34,465,Clothing,34,3,1
CUST01563,62,138654,36,507,Clothing,20,1,1
CUST01564,60,173593,39,323,Electronics,8,3,1
CUST01565,51,54028,7,631,Electronics,16,3,0
CUST01566,26,69328,30,818,Automobile,31,5,0
CUST01567,43,57301,15,810,Automobile,47,1,1
CUST01568,19,68015,27,540,Healthcare,37,4,0
CUST01569,26,66845,5,480,Healthcare,27,5,0
CUST01570,26,116818,31,592,Healthcare,17,1,1
CUST01571,57,106394,27,382,Automobile,5,1,0
CUST01572,34,73714,10,389,Healthcare,5,1,0
CUST01573,18,110722,22,738,Healthcare,16,4,1
CUST01574,42,55230,29,842,Automobile,9,5,0
CUST01575,60,122554,8,492,Automobile,1,4,0
CUST01576,57,79262,27,787,Healthcare,32,3,0
CUST01577,59,71722,23,648,Healthcare,42,2,0
CUST01578,42,92796,27,388,Clothing,24,4,1
CUST01579,56,117052,23,422,Furniture,37,3,0
CUST01580,52,130808,14,673,Automobile,0,4,1
CUST01581,20,166311,38,346,Furniture,15,1,1
CUST01582,67,121951,32,732,Automobile,25,2,0
CUST01583,54,80886,33,445,Clothing,40,2,1
CUST01584,61,133424,21,302,Furniture,11,3,1
CUST01585,61,188267,28,829,Clothing,8,4,0
CUST01586,68,134697,33,613,Electronics,12,4,0
CUST01587,47,126299,9,626,Furniture,6,4,0
CUST01588,55,195746,29,380,Furniture,0,3,0
CUST01589,51,179177,10,452,Furniture,30,4,0
CUST01590,29,190811,33,701,Electronics,34,2,0
CUST01591,36,193041,20,787,Electronics,23,2,1
CUST01592,54,44497,12,366,Clothing,2,5,0
CUST01593,61,162888,24,388,Electronics,18,4,0
CUST01594,66,148915,20,434,Automobile,3,4,1
CUST01595,34,122019,0,501,Healthcare,27,2,1
CUST01596,27,139017,4,727,Furniture,43,2,0
CUST01597,66,99385,21,478,Clothing,29,1,0
CUST01598,64,135153,6,638,Clothing,35,1,0
CUST01599,29,63826,12,378,Clothing,41,5,0
CUST01600,33,140034,22,832,Clothing,3,2,1
CUST01601,41,114242,20,677,Furniture,22,5,0
CUST01602,36,153066,5,464,Clothing,10,4,1
CUST01603,25,80100,19,839,Furniture,3,4,1
CUST01604,48,155170,11,454,Clothing,10,2,1
CUST01605,38,165431,39,422,Clothing,48,3,0
CUST01606,34,126205,8,501,Healthcare,23,5,1
CUST01607,40,42809,27,339,Automobile,19,3,0
CUST01608,54,94450,10,468,Electronics,44,4,0
CUST01609,33,68428,31,369,Electronics,16,5,1
CUST01610,23,102790,10,629,Electronics,12,4,0
CUST01611,25,141126,23,739,Automobile,16,1,0
CUST01612,42,120321,14,698,Furniture,14,2,0
CUST01613,35,32093,34,792,Electronics,3,1,1
CUST01614,42,74498,16,653,Electronics,17,5,0
CUST01615,29,146251,24,627,Electronics,42,1,0
CUST01616,32,70985,34,797,Furniture,8,5,0
CUST01617,43,62009,18,718,Automobile,47,3,1
CUST01618,58,158515,30,802,Automobile,2,2,1
CUST01619,62,47718,16,838,Furniture,26,3,0
CUST01620,43,46705,22,644,Healthcare,17,4,1
CUST01621,64,117618,0,676,Clothing,16,2,0
CUST01622,49,92598,9,594,Furniture,9,1,0
CUST01623,27,107878,7,587,Clothing,36,5,0
CUST01624,33,42239,25,553,Automobile,28,2,1
CUST01625,24,76622,33,733,Clothing,46,4,1
CUST01626,34,76665,18,800,Electronics,49,3,0
CUST01627,40,62274,13,384,Clothing,4,4,0
CUST01628,43,172491,7,820,Clothing,46,1,1
CUST01629,38,138368,0,812,Automobile,5,5,1
CUST01630,39,176075,24,815,Healthcare,39,5,0
CUST01631,24,191938,23,815,Clothing,34,1,0
CUST01632,31,183060,19,796,Automobile,4,5,0
CUST01633,32,138563,29,461,Electronics,49,2,0
CUST01634,24,166746,4,826,Clothing,14,2,1
CUST01635,26,123103,2,664,Clothing,26,1,0
CUST01636,68,96446,31,843,Electronics,43,1,1
CUST01637,65,59072,16,724,Furniture,38,4,1
CUST01638,25,63717,4,663,Healthcare,32,5,1
CUST01639,67,187723,10,407,Electronics,23,3,1
CUST01640,40,147202,37,313,Electronics,20,1,1
CUST01641,46,152389,3,322,Electronics,1,4,0
CUST01642,35,139525,38,620,Furniture,18,1,0
CUST01643,48,34646,18,809,Electronics,44,1,0
CUST01644,47,69713,38,340,Furniture,17,2,0
CUST01645,69,97936,22,603,Healthcare,9,5,0
CUST01646,56,52185,16,714,Furniture,44,1,1
CUST01647,52,114263,12,749,Healthcare,36,5,0
CUST01648,35,82107,26,693,Healthcare,22,4,0
CUST01649,59,47563,0,664,Healthcare,44,1,0
CUST01650,56,100729,1,728,Automobile,40,3,1
CUST01651,34,45701,17,451,Healthcare,0,2,1
CUST01652,31,158331,35,558,Furniture,5,3,0
CUST01653,48,190482,32,522,Automobile,0,2,0
CUST01654,41,129280,35,565,Electronics,17,1,0
CUST01655,52,68665,1,529,Electronics,26,1,0
CUST01656,61,45957,3,738,Clothing,47,5,1
CUST01657,62,76008,15,449,Healthcare,39,2,0
CUST01658,51,91920,3,756,Clothing,37,4,0
CUST01659,20,193947,8,435,Healthcare,44,3,0
CUST01660,54,143828,20,698,Healthcare,16,4,1
CUST01661,60,153852,22,442,Furniture,25,2,0
CUST01662,57,162698,1,369,Furniture,12,4,0
CUST01663,43,120815,2,353,Electronics,9,2,0
CUST01664,40,194714,22,702,Automobile,37,5,0
CUST01665,61,68311,25,326,Electronics,25,5,1
CUST01666,56,62356,6,598,Healthcare,30,4,0
CUST01667,32,33809,35,619,Automobile,22,4,0
CUST01668,66,64875,32,744,Clothing,49,2,1
CUST01669,21,39465,35,397,Healthcare,19,5,1
CUST01670,46,103844,3,425,Furniture,22,4,0
CUST01671,39,116889,22,357,Electronics,44,2,0
CUST01672,42,45250,24,476,Electronics,26,2,1
CUST01673,30,76023,25,584,Clothing,14,4,0
CUST01674,35,131350,27,326,Electronics,37,3,1
CUST01675,50,46427,27,750,Electronics,10,1,0
CUST01676,33,194348,20,622,Automobile,7,2,0
CUST01677,62,101643,9,549,Healthcare,13,5,1
CUST01678,59,164511,26,669,Automobile,12,1,0
CUST01679,61,108672,14,389,Automobile,21,2,0
CUST01680,19,47300,16,430,Electronics,33,3,1
CUST01681,52,90289,38,824,Healthcare,0,1,0
CUST01682,59,178254,34,328,Electronics,36,5,1
CUST01683,51,187981,4,843,Electronics,31,1,0
CUST01684,47,49659,15,385,Automobile,10,4,0
CUST01685,30,192475,22,357,Furniture,9,2,0
CUST01686,30,194658,38,356,Furniture,29,4,0
CUST01687,35,40360,8,693,Automobile,11,3,1
CUST01688,49,51424,32,324,Automobile,41,1,1
CUST01689,49,128035,34,489,Electronics,40,4,0
CUST01690,52,78791,39,375,Healthcare,33,3,0
CUST01691,56,164137,23,670,Electronics,24,4,1
CUST01692,63,42300,23,805,Electronics,35,5,0
CUST01693,69,63370,23,482,Clothing,3,4,1
CUST01694,46,57209,18,453,Electronics,20,2,1
CUST01695,66,50927,38,568,Healthcare,29,4,0
CUST01696,46,64579,24,577,Electronics,37,4,0
CUST01697,61,39032,30,639,Automobile,11,4,1
CUST01698,33,123254,37,322,Healthcare,38,4,1
CUST01699,61,108413,24,731,Automobile,24,4,0
CUST01700,64,143528,26,825,Clothing,18,1,0
CUST01701,27,153916,31,642,Clothing,1,1,1
CUST01702,47,102302,10,351,Healthcare,21,5,0
CUST01703,42,115757,4,638,Furniture,29,1,0
CUST01704,56,186174,32,340,Furniture,35,3,0
CUST01705,37,195505,18,817,Healthcare,2,2,0
CUST01706,22,45932,15,706,Healthcare,22,4,0
CUST01707,18,55714,34,437,Automobile,3,4,0
CUST01708,47,87803,10,398,Clothing,27,4,1
CUST01709,66,163624,10,640,Healthcare,13,5,0
CUST01710,20,86627,9,615,Electronics,5,5,1
CUST01711,62,109810,33,841,Automobile,5,3,1
CUST01712,31,75380,4,524,Clothing,40,4,0
CUST01713,47,190322,22,560,Automobile,36,5,0
CUST01714,67,94686,24,546,Clothing,6,4,0
CUST01715,21,150321,28,378,Electronics,12,1,0
CUST01716,35,75028,39,772,Clothing,0,4,1
CUST01717,54,176367,12,376,Automobile,23,3,0
CUST01718,42,143141,31,561,Clothing,33,3,0
CUST01719,65,85248,33,301,Automobile,9,5,0
CUST01720,18,40523,11,316,Healthcare,5,4,0
CUST01721,63,75530,23,643,Electronics,3,3,0
CUST01722,32,43769,39,311,Automobile,7,1,0
CUST01723,26,142035,20,306,Furniture,45,5,0
CUST01724,32,186629,28,545,Furniture,47,1,0
CUST01725,66,109782,22,456,Clothing,14,3,0
CUST01726,41,108382,32,473,Healthcare,44,5,1
CUST01727,21,198157,7,786,Healthcare,11,4,0
CUST01728,29,140939,12,580,Furniture,38,2,1
CUST01729,54,174542,4,608,Clothing,46,4,0
CUST01730,54,108712,9,536,Healthcare,5,4,1
CUST01731,60,148643,13,456,Healthcare,20,1,0
CUST01732,23,137417,23,550,Clothing,45,4,1
CUST01733,56,167877,10,520,Automobile,31,2,1
CUST01734,63,158256,2,637,Furniture,31,5,1
CUST01735,41,131422,28,522,Healthcare,26,5,1
CUST01736,28,119300,29,510,Automobile,46,2,1
CUST01737,30,36630,36,636,Automobile,10,1,1
CUST01738,51,154474,6,433,Automobile,21,2,1
CUST01739,42,128869,16,794,Automobile,35,5,1
CUST01740,24,45701,19,846,Electronics,22,2,0
CUST01741,69,175931,10,482,Electronics,36,1,0
CUST01742,21,182255,24,460,Clothing,22,4,1
CUST01743,25,127285,23,686,Furniture,26,4,0
CUST01744,37,147556,1,496,Clothing,33,5,0
CUST01745,46,45021,26,783,Electronics,19,1,0
CUST01746,68,94361,18,801,Clothing,14,4,1
CUST01747,62,162317,28,788,Clothing,41,4,0
CUST01748,63,40355,36,651,Automobile,3,4,1
CUST01749,27,128841,10,829,Healthcare,28,3,0
CUST01750,60,190786,18,533,Electronics,39,4,0
CUST01751,51,47198,27,708,Electronics,10,3,0
CUST01752,43,96951,38,575,Clothing,48,2,0
CUST01753,58,162724,20,758,Healthcare,6,5,0
CUST01754,66,48740,25,752,Clothing,10,5,0
CUST01755,20,33810,21,712,Furniture,41,3,1
CUST01756,23,153743,5,317,Electronics,32,1,0
CUST01757,22,177641,10,371,Automobile,29,3,0
CUST01758,22,129855,13,677,Automobile,31,4,1
CUST01759,64,56783,35,654,Automobile,39,1,0
CUST01760,40,151701,39,450,Electronics,36,5,0
CUST01761,66,108047,1,560,Electronics,12,2,0
CUST01762,26,39471,19,379,Automobile,6,2,0
CUST01763,52,140771,21,405,Electronics,23,3,0
CUST01764,37,36163,38,822,Automobile,10,3,0
CUST01765,66,92071,3,702,Furniture,30,3,0
CUST01766,59,46065,28,429,Furniture,43,3,0
CUST01767,52,152323,23,470,Furniture,13,5,0
CUST01768,67,147969,0,705,Clothing,43,4,1
CUST01769,35,113456,23,332,Clothing,25,5,1
CUST01770,34,49154,29,835,Healthcare,0,2,0
CUST01771,41,135703,11,496,Healthcare,5,2,0
CUST01772,20,50229,18,345,Healthcare,30,2,0
CUST01773,49,82587,36,573,Furniture,42,4,0
CUST01774,52,79713,39,432,Furniture,42,4,0
CUST01775,55,188069,3,563,Furniture,11,1,0
CUST01776,30,51101,14,666,Electronics,0,4,1
CUST01777,64,70391,19,304,Electronics,5,2,1
CUST01778,42,102723,19,568,Furniture,28,4,1
CUST01779,26,196020,20,720,Automobile,29,4,1
CUST01780,21,130264,9,645,Healthcare,12,4,1
CUST01781,31,67921,29,368,Clothing,29,3,1
CUST01782,54,58460,23,657,Healthcare,11,4,0
CUST01783,51,182143,39,685,Automobile,9,3,0
CUST01784,28,121725,39,624,Electronics,38,2,1
CUST01785,58,88445,37,780,Furniture,9,1,1
CUST01786,20,112208,2,478,Electronics,17,5,1
CUST01787,45,136283,28,555,Electronics,5,1,0
CUST01788,46,115779,7,718,Automobile,7,5,0
CUST01789,26,33060,28,510,Electronics,19,2,0
CUST01790,20,155806,9,666,Electronics,40,3,1
CUST01791,42,43731,4,465,Healthcare,15,4,1
CUST01792,51,107830,10,513,Healthcare,1,3,0
CUST01793,29,145871,3,828,Automobile,10,5,1
CUST01794,59,50719,34,472,Furniture,23,4,0
CUST01795,26,79116,39,428,Healthcare,18,5,0
CUST01796,32,56325,11,302,Electronics,3,5,0
CUST01797,57,183669,20,369,Clothing,2,4,0
CUST01798,42,44551,15,351,Healthcare,14,1,1
CUST01799,22,123287,13,736,Clothing,39,1,1
CUST01800,28,54278,20,677,Furniture,3,5,1
CUST01801,51,45141,26,393,Electronics,42,2,0
CUST01802,41,97913,35,385,Healthcare,16,3,0
CUST01803,32,63615,0,817,Furniture,8,1,0
CUST01804,55,152058,0,729,Automobile,24,4,0
CUST01805,25,142684,21,342,Furniture,0,5,0
CUST01806,22,57452,14,669,Automobile,39,3,1
CUST01807,65,183797,19,703,Automobile,1,3,1
CUST01808,43,80391,2,602,Healthcare,44,5,1
CUST01809,35,150288,13,481,Clothing,32,3,0
CUST01810,23,143535,8,468,Automobile,21,2,1
CUST01811,54,172770,18,502,Electronics,41,5,1
CUST01812,65,116711,39,842,Healthcare,11,3,0
CUST01813,30,107850,33,401,Automobile,26,3,0
CUST01814,45,139733,3,645,Healthcare,10,1,0
CUST01815,22,32365,32,741,Electronics,41,3,1
CUST01816,30,127662,36,549,Healthcare,13,3,1
CUST01817,34,73372,1,482,Healthcare,13,1,0
CUST01818,67,74134,26,601,Automobile,39,5,0
CUST01819,57,67823,16,579,Furniture,42,1,0
CUST01820,62,101158,30,388,Healthcare,21,4,1
CUST01821,49,126076,5,724,Automobile,8,4,0
CUST01822,46,163021,30,584,Electronics,14,2,1
CUST01823,68,79396,2,429,Electronics,32,3,1
CUST01824,20,138336,39,547,Furniture,18,4,1
CUST01825,57,61912,2,488,Electronics,30,5,0
CUST01826,51,86947,32,390,Automobile,17,5,0
CUST01827,57,74387,12,464,Furniture,11,4,0
CUST01828,44,46508,20,847,Automobile,39,1,0
CUST01829,30,75592,36,629,Furniture,36,2,1
CUST01830,62,139249,15,840,Furniture,44,1,1
CUST01831,50,31919,20,379,Automobile,48,2,0
CUST01832,23,72595,12,468,Furniture,0,4,1
CUST01833,41,170689,3,844,Automobile,33,1,0
CUST01834,36,63298,30,392,Electronics,6,4,0
CUST01835,33,168001,8,678,Electronics,1,2,0
CUST01836,57,44456,32,508,Healthcare,21,5,0
CUST01837,45,139599,36,493,Clothing,3,1,0
CUST01838,50,116676,36,563,Clothing,44,4,0
CUST01839,65,113721,23,546,Electronics,45,2,0
CUST01840,58,67924,24,747,Healthcare,19,5,0
